"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"8","8","Eden, Seat of the Sanctum","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","277","False","False",""
"1","1","Eden, Seat of the Sanctum","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","355","False","False",""
"3","3","Eden, Seat of the Sanctum","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","355","False","False",""
"1","1","Eden, Seat of the Sanctum","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","277","False","False",""
"1","1","Edgar Markov","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","234","False","False",""
"1","1","Edgar, Charmed Groom // Edgar Markov's Coffin","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","311","False","False",""
"1","1","Edgar, King of Figaro","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","51","False","False",""
"1","1","Edgar, King of Figaro","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","436","False","False",""
"3","3","Edgar, King of Figaro","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","51","False","False",""
"1","1","Edgar, Master Machinist","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","169","False","False",""
"1","1","Edgar, Master Machinist","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","80","False","False",""
"1","1","Edgar's Awakening","inr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","108","False","False",""
"1","1","Edgar's Awakening","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","110","False","False",""
"2","2","Edgar's Awakening","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","108","False","False",""
"5","5","Edge Rover","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","179","False","False",""
"1","1","Edge Rover","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","179","False","False",""
"1","1","Edgewall Inn","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","255","False","False",""
"2","2","Edgewall Pack","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","126","False","False",""
"1","1","Edgewall Pack","woe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","126","False","False",""
"1","1","Eel Umbra","c18","Near Mint","English","","","2025-10-29 13:08:06.133000","89","False","False",""
"1","1","Eelectrocute","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","106","False","False",""
"3","3","Eerie Gravestone","spm","Near Mint","English","","","2025-10-29 13:08:06.133000","163","False","False",""
"3","3","Eerie Interference","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","12","False","False",""
"3","3","Eerie Soultender","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","431","False","False",""
"3","3","Eerie Soultender","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","92","False","False",""
"3","3","Effortless Master","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","181","False","False",""
"2","2","Ego Drain","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","86","False","False",""
"1","1","Eidolon of Astral Winds","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","2","False","False",""
"1","1","Eidolon of Blossoms","c18","Near Mint","English","","","2025-10-29 13:08:06.133000","140","False","False",""
"1","1","Eidolon of Blossoms","woc","Near Mint","English","","","2025-10-29 13:08:06.133000","124","False","False",""
"1","1","Eidolon of Countless Battles","woc","Near Mint","English","","","2025-10-29 13:08:06.133000","66","False","False",""
"4","4","Eiganjo Exemplar","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","309","False","False",""
"2","2","Eiganjo Exemplar","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","10","False","False",""
"1","1","Eiganjo Uprising","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","217","False","False",""
"1","1","Eivor, Battle-Ready","acr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","274","False","False",""
"1","1","Eject","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","52","False","False",""
"8","8","Eject","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","52","False","False",""
"1","1","Elanor Gardner","ltr","Near Mint","English","","","2025-11-19 07:16:09.027000","286","False","False",""
"2","2","Elas il-Kor, Sadistic Pilgrim","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","198","False","False",""
"3","3","Elas il-Kor, Sadistic Pilgrim","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","297","False","False",""
"1","1","Elas il-Kor, Sadistic Pilgrim","dmu","Near Mint","English","foil","","2025-10-29 13:08:06.133000","198","False","False",""
"1","1","Elder Arthur Maxson","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","102","False","False",""
"3","3","Elder Auntie","ecl","Near Mint","English","","","2026-02-02 19:17:38.357000","133","False","False",""
"1","1","Elder Deep-Fiend","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","4","False","False",""
"1","1","Elder Gargaroth","drc","Near Mint","English","","","2025-10-29 13:08:06.133000","111","False","False",""
"1","1","Elder Owyn Lyons","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","103","False","False",""
"2","2","Elderfang Disciple","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","432","False","False",""
"1","1","Elderwood Scion","c18","Near Mint","English","","","2025-10-29 13:08:06.133000","177","False","False",""
"1","1","Eldrazi Aggressor","ogw","Near Mint","English","","","2025-10-29 13:08:06.133000","95","False","False",""
"2","2","Eldrazi Linebreaker","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","117","False","False",""
"6","6","Eldrazi Repurposer","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","150","False","False",""
"1","1","Eldrazi Temple","eos","Near Mint","English","","","2025-10-29 13:08:06.133000","14","False","False",""
"1","1","Eldritch Evolution","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","195","False","False",""
"1","1","Eldritch Pact","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","126","False","False",""
"1","1","Electric Revelation","mid","Near Mint","English","","","2025-10-29 13:08:06.133000","135","False","False",""
"1","1","Electric Revelation","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","163","False","False",""
"1","1","Electro, Assaulting Battery","spm","Near Mint","English","","","2025-10-29 13:08:06.133000","76","False","False",""
"1","1","Electrodominance","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","212","False","False",""
"1","1","Electroduplicate","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","85","False","False",""
"1","1","Electrolyze","sta","Near Mint","English","","","2025-10-29 13:08:06.133000","60","False","False",""
"1","1","Electro's Bolt","spm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","77","False","False",""
"1","1","Electrosiphon","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","104","False","False",""
"1","1","Electrostatic Field","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","164","False","False",""
"3","3","Electrostatic Infantry","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","122","False","False",""
"5","5","Electrozoa","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","60","False","False",""
"1","1","Electrozoa","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","60","False","False",""
"1","1","Elegant Entourage","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","143","False","False",""
"1","1","Elegant Parlor","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","260","False","False",""
"2","2","Elegy Acolyte","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","293","False","False",""
"1","1","Elegy Acolyte","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","293","False","False",""
"2","2","Elegy Acolyte","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","97","False","False",""
"1","1","Elemental Bond","tle","Near Mint","English","","","2025-11-21 16:55:18.370000","40","False","False",""
"1","1","Elemental Bond","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","254","False","False",""
"1","1","Elemental Bond","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","180","False","False",""
"1","1","Elemental Eruption","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","27","False","False",""
"1","1","Elemental Expressionist","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","181","False","False",""
"4","4","Elemental Masterpiece","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","182","False","False",""
"1","1","Elemental Spectacle","ecc","Near Mint","English","","","2026-02-02 20:21:09.317000","15","False","False",""
"4","4","Elemental Summoning","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","183","False","False",""
"1","1","Elemental Time Flamingo","sunf","Near Mint","English","","","2025-10-29 13:08:06.133000","46","False","False",""
"10","10","Elementalist Adept","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","36","False","False",""
"1","1","Elena, Turk Recruit","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","18","False","False",""
"2","2","Elenda, Saint of Dusk","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","119","False","False",""
"1","1","Elenda, Saint of Dusk","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","346","False","False",""
"1","1","Elenda, the Dusk Rose","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","268","False","False",""
"1","1","Elenda's Hierophant","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","71","False","False",""
"1","1","Elephant-Rat","tle","Near Mint","English","","","2025-11-28 12:53:08.240000","228","False","False",""
"1","1","Elesh Norn, Grand Cenobite","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","IMA-18","False","False",""
"1","1","Elesh Norn, Grand Cenobite","mm2","Near Mint","English","","","2025-10-29 13:08:06.133000","16","False","False",""
"1","1","Elfhame Palace","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","299","False","False",""
"1","1","Elfhame Wurm","dmu","Near Mint","English","foil","","2025-10-29 13:08:06.133000","161","False","False",""
"3","3","Elfhame Wurm","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","161","False","False",""
"1","1","Elfsworn Giant","fdn","Near Mint","English","foil","","2025-10-29 13:08:06.133000","103","False","False",""
"4","4","Elfsworn Giant","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","103","False","False",""
"1","1","Eligeth, Crossroads Augur","cmr","Near Mint","English","","","2025-10-29 13:08:06.133000","66","False","False",""
"1","1","Eliminate","sta","Near Mint","English","","","2025-10-29 13:08:06.133000","30","False","False",""
"1","1","Eliminate the Competition","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","179","False","False",""
"1","1","Eliminate the Competition","kld","Near Mint","English","","","2025-11-18 22:41:35.120000","78","False","False",""
"1","1","Eliminate the Impossible","mkm","Near Mint","English","","","2025-10-29 13:08:06.133000","54","False","False",""
"1","1","Elite Scaleguard","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","CM2-27","False","False",""
"1","1","Elite Scaleguard","mic","Near Mint","English","","","2025-10-29 13:08:06.133000","85","False","False",""
"2","2","Elite Spellbinder","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","17","False","False",""
"1","1","Elixir","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","256","False","False",""
"7","7","Elixir","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","256","False","False",""
"1","1","Elixir of Immortality","m12","Near Mint","English","","","2025-10-29 13:08:06.133000","208","False","False",""
"1","1","Ellie, Brick Master","sld","Near Mint","English","","","2026-01-03 17:50:10.683000","2197","False","False",""
"1","1","Ellie, Vengeful Hunter","sld","Near Mint","English","","","2026-01-03 17:48:29.973000","2203","False","False",""
"1","1","Ellivere of the Wild Court","woc","Near Mint","English","","","2025-10-29 13:08:06.133000","2","False","False",""
"1","1","Ellivere of the Wild Court","woc","Near Mint","English","foil","","2025-10-29 13:08:06.133000","2","False","False",""
"1","1","Ellyn Harbreeze, Busybody","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","16","False","False",""
"1","1","Ellywick Tumblestrum","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","181","False","False",""
"1","1","Eloise, Nephalia Sleuth","mic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","3","False","False",""
"1","1","Elrond of the White Council","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","51","False","False",""
"1","1","Elrond, Lord of Rivendell","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","49","False","False",""
"1","1","Elrond, Lord of Rivendell","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","307","False","False",""
"1","1","Elrond, Master of Healing","ltr","Near Mint","English","foil","","2025-10-29 13:08:06.133000","200","False","False",""
"1","1","Elsewhere Flask","brr","Near Mint","English","","","2025-10-29 13:08:06.133000","15","False","False",""
"1","1","Elsha, Threefold Master","tdc","Near Mint","English","foil","","2025-10-29 13:08:06.133000","2","False","False",""
"1","1","Elsha, Threefold Master","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","2","False","False",""
"1","1","Elspeth Conquers Death","thb","Near Mint","English","","","2025-10-29 13:08:06.133000","13","False","False",""
"1","1","Elspeth, Storm Slayer","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","398","False","False",""
"1","1","Elspeth, Storm Slayer","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","11","False","False",""
"1","1","Elspeth, Sun's Champion","mkc","Near Mint","English","","","2025-10-29 13:08:06.133000","62","False","False",""
"1","1","Elspeth, Sun's Champion","blc","Near Mint","English","foil","","2025-10-29 13:08:06.133000","97","False","False",""
"1","1","Elspeth, Sun's Champion","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","820","False","False",""
"1","1","Elspeth, Undaunted Hero","thb","Near Mint","English","foil","","2025-10-29 13:08:06.133000","270","False","False",""
"1","1","Elspeth's Smite","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","493","False","False",""
"4","4","Elspeth's Smite","mom","Near Mint","English","","","2025-12-16 00:07:57.873000","13","False","False",""
"3","3","Elturgard Ranger","afr","Near Mint","English","","","2025-10-29 13:08:06.133000","182","False","False",""
"1","1","Eluge, the Shoreless Sea","blb","Near Mint","English","foil","","2025-10-29 13:08:06.133000","288","False","False",""
"2","2","Eluge, the Shoreless Sea","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","49","False","False",""
"1","1","Elusive Otter // Grove's Bounty","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","225","False","False",""
"1","1","Elusive Otter // Grove's Bounty","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","289","False","False",""
"1","1","Elven Chorus","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","160","False","False",""
"4","4","Elven Farsight","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","161","False","False",""
"1","1","Elvish Archdruid","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","655","False","False",""
"1","1","Elvish Archdruid","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","219","False","False",""
"1","1","Elvish Archdruid","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","237","False","False",""
"2","2","Elvish Archivist","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","168","False","False",""
"1","1","Elvish Clancaller","m19","Near Mint","English","","","2025-10-29 13:08:06.133000","179","False","False",""
"1","1","Elvish Hydromancer","dmu","Near Mint","English","","","2025-10-29 13:08:06.133000","162","False","False",""
"1","1","Elvish Lyrist","usg","Near Mint","English","","","2026-01-08 21:45:08.000000","248","False","False",""
"1","1","Elvish Mariner","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","283","False","False",""
"1","1","Elvish Mystic","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","238","False","False",""
"2","2","Elvish Mystic","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","284","False","False",""
"2","2","Elvish Mystic","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","648","False","False",""
"1","1","Elvish Piper","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","239","False","False",""
"1","1","Elvish Refueler","dft","Near Mint","English","foil","","2025-10-29 13:08:06.133000","161","False","False",""
"4","4","Elvish Refueler","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","161","False","False",""
"4","4","Elvish Regrower","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","104","False","False",""
"1","1","Elvish Rejuvenator","m3c","Near Mint","English","","","2025-10-29 13:08:06.133000","226","False","False",""
"1","1","Elvish Rejuvenator","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","191","False","False",""
"3","3","Elvish Vatkeeper","mom","Near Mint","English","","","2025-12-15 16:39:07.277000","223","False","False",""
"1","1","Elvish Visionary","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","240","False","False",""
"1","1","Elvish Visionary","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","145","False","False",""
"2","2","Elvish Warmaster","ltc","Near Mint","English","","","2025-10-29 13:08:06.133000","241","False","False",""
"4","4","Embalmed Ascendant","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","201","False","False",""
"4","4","Ember Island Production","tla","Near Mint","English","","","2025-11-21 16:57:30.840000","48","False","False",""
"1","1","Embercleave","spg","Near Mint","English","","","2025-10-29 13:08:06.133000","77","False","False",""
"1","1","Embereth Veteran","woe","Near Mint","English","","","2025-10-29 13:08:06.133000","127","False","False",""
"2","2","Emberheart Challenger","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","315","False","False",""
"1","1","Emberheart Challenger","blb","Near Mint","English","","","2025-10-29 13:08:06.133000","133","False","False",""
"1","1","Embermouth Sentinel","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","242","False","False",""
"10","10","Embermouth Sentinel","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","242","False","False",""
"2","2","Embiggen","unf","Near Mint","English","","","2025-10-29 13:08:06.133000","137","False","False",""
"1","1","Embiggen","unf","Near Mint","English","foil","","2025-10-29 13:08:06.133000","137","False","False",""
"1","1","Embodiment of Fury","ogw","Near Mint","English","","","2025-10-29 13:08:06.133000","107","False","False",""
"2","2","Embrace Oblivion","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","98","False","False",""
"10","10","Embrace Oblivion","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","98","False","False",""
"1","1","Embrace the Unknown","otc","Near Mint","English","","","2025-10-29 13:08:06.133000","28","False","False",""
"1","1","Emerald Dragon // Dissonant Wave","clb","Near Mint","English","","","2025-10-29 13:08:06.133000","229","False","False",""
"1","1","Emerald Dragon // Dissonant Wave","clb","Near Mint","English","foil","","2025-10-29 13:08:06.133000","229","False","False",""
"13","13","Emerge from the Cocoon","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","5","False","False",""
"2","2","Emergency Eject","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","14","False","False",""
"3","3","Emergency Eject","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","14","False","False",""
"2","2","Emergency Weld","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","93","False","False",""
"1","1","Emergent Haunting","otj","Near Mint","English","foil","","2025-10-29 13:08:06.133000","46","False","False",""
"1","1","Emergent Haunting","otj","Near Mint","English","","","2025-10-29 13:08:06.133000","46","False","False",""
"2","2","Emergent Sequence","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","129","False","False",""
"1","1","Emeria Angel","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","21","False","False",""
"1","1","Emeria Angel","tdc","Near Mint","English","","","2025-10-29 13:08:06.133000","114","False","False",""
"1","1","Emet-Selch of the Third Seat","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","81","False","False",""
"1","1","Emet-Selch of the Third Seat","fic","Near Mint","English","","","2025-10-29 13:08:06.133000","81","False","False",""
"2","2","Emet-Selch, Unsundered // Hades, Sorcerer of Eld","fin","Near Mint","English","","","2025-10-29 13:08:06.133000","218","False","False",""
"1","1","Emet-Selch, Unsundered // Hades, Sorcerer of Eld","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","539","False","False",""
"1","1","Emet-Selch, Unsundered // Hades, Sorcerer of Eld","fin","Near Mint","English","","","2025-10-29 13:14:29.147000","394","False","False",""
"1","1","Emet-Selch, Unsundered // Hades, Sorcerer of Eld","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","218","False","False",""
"1","1","Emet-Selch, Unsundered // Hades, Sorcerer of Eld","fin","Near Mint","English","foil","","2025-10-29 13:08:06.133000","394","False","False",""
"2","2","Emissary Escort","eoe","Near Mint","English","","","2025-10-29 13:08:06.133000","56","False","False",""
"1","1","Emissary Escort","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","399","False","False",""
"1","1","Emissary Escort","eoe","Near Mint","English","foil","","2025-10-29 13:08:06.133000","56","False","False",""
"1","1","Emissary of Soulfire","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","183","False","False",""
"1","1","Emissary of Soulfire","mh3","Near Mint","English","foil","","2025-10-29 13:08:06.133000","183","False","False",""
"1","1","Emmara, Soul of the Accord","scd","Near Mint","English","etched","","2025-10-29 13:08:06.133000","2","False","False",""
"1","1","Emperor Mihail II","lcc","Near Mint","English","","","2025-10-29 13:08:06.133000","155","False","False",""
"1","1","Emperor of Bones","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","90","False","False",""
"1","1","Empowered Autogenerator","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","135","False","False",""
"1","1","Empty-Shrine Kannushi","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","BOK-2","False","False",""
"2","2","Empyrean Eagle","fdn","Near Mint","English","foil","","2025-10-29 13:08:06.133000","239","False","False",""
"1","1","Empyrean Eagle","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","226","False","False",""
"3","3","Empyrean Eagle","fdn","Near Mint","English","","","2025-10-29 13:08:06.133000","239","False","False",""
"1","1","Empyrial Storm","c18","Near Mint","English","","","2025-10-29 13:08:06.133000","2","False","False",""
"1","1","Emrakul, the Promised End","inr","Near Mint","English","","","2025-10-29 13:08:06.133000","481","False","False",""
"2","2","Emrakul's Messenger","mh3","Near Mint","English","","","2025-10-29 13:08:06.133000","61","False","False",""
"1","1","Emry, Lurker of the Loch","mul","Near Mint","English","","","2025-12-16 13:38:31.240000","9","False","False",""
"1","1","Emry, Lurker of the Loch","brc","Near Mint","English","","","2025-10-29 13:08:06.133000","81","False","False",""
"1","1","Emry, Lurker of the Loch","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","71","False","False",""
"1","1","Enchantress's Presence","woc","Near Mint","English","","","2025-10-29 13:08:06.133000","125","False","False",""
"1","1","Enchantress's Presence","c18","Near Mint","English","","","2025-10-29 13:08:06.133000","141","False","False",""
"1","1","Encroaching Dragonstorm","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","305","False","False",""
"1","1","Encroaching Dragonstorm","tdm","Near Mint","English","foil","","2025-12-28 20:50:00.823000","424","False","False",""
"3","3","Encroaching Dragonstorm","tdm","Near Mint","English","","","2025-10-29 13:08:06.133000","142","False","False",""
"2","2","Encroaching Dragonstorm","tdm","Near Mint","English","foil","","2025-10-29 13:08:06.133000","142","False","False",""
"1","1","Encumbered Reejerey","ecl","Near Mint","English","","","2026-02-02 20:02:27.913000","14","False","False",""
"4","4","End the Festivities","vow","Near Mint","English","","","2025-10-29 13:08:06.133000","155","False","False",""
"1","1","End-Blaze Epiphany","ecl","Near Mint","English","","","2026-02-02 19:22:16.047000","134","False","False",""
"2","2","Endless Atlas","40k","Near Mint","English","","","2025-10-29 13:08:06.133000","237","False","False",""
"1","1","Endless Atlas","plst","Near Mint","English","","","2025-10-29 13:08:06.133000","C18-55","False","False",""
"1","1","Endless Detour","fic","Near Mint","English","foil","","2025-10-29 13:08:06.133000","324","False","False",""
"1","1","Endless Detour","snc","Near Mint","English","","","2025-10-29 13:08:06.133000","183","False","False",""
"1","1","Endless Detour","otp","Near Mint","English","","","2025-10-29 13:08:06.133000","44","False","False",""
"1","1","Endless Sands","eos","Near Mint","English","","","2025-10-29 13:08:06.133000","15","False","False",""
"1","1","Endling","mh1","Near Mint","English","","","2025-10-29 13:08:06.133000","89","False","False",""
"6","6","Endrider Catalyzer","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","124","False","False",""
"1","1","Endrider Spikespitter","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","125","False","False",""
"1","1","Endurance","sld","Near Mint","English","foil","","2025-10-29 13:08:06.133000","7008","False","False",""
"1","1","Endurance","ecc","Near Mint","English","","","2026-02-02 20:21:09.317000","51","False","False",""
"1","1","Endurance Bobblehead","pip","Near Mint","English","","","2025-10-29 13:08:06.133000","132","False","False",""
"5","5","Enduring Bondwarden","mom","Near Mint","English","","","2025-12-16 13:33:51.413000","14","False","False",""
"1","1","Enduring Courage","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","378","False","False",""
"1","1","Enduring Courage","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","133","False","False",""
"1","1","Enduring Courage","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","133","False","False",""
"3","3","Enduring Curiosity","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","51","False","False",""
"1","1","Enduring Curiosity","dsk","Near Mint","English","foil","","2026-01-08 21:30:18.633000","51","False","False",""
"2","2","Enduring Innocence","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","6","False","False",""
"1","1","Enduring Scalelord","mic","Near Mint","English","","","2025-10-29 13:08:06.133000","149","False","False",""
"2","2","Enduring Tenacity","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","95","False","False",""
"1","1","Enduring Vitality","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","176","False","False",""
"3","3","Enduring Vitality","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","176","False","False",""
"3","3","Energy Refractor","bro","Near Mint","English","","","2025-10-29 13:08:06.133000","234","False","False",""
"2","2","Energybending","tla","Near Mint","English","","","2025-11-21 17:02:37.030000","2","False","False",""
"5","5","Engine Rat","dft","Near Mint","English","","","2025-10-29 13:08:06.133000","84","False","False",""
"4","4","Enraged Flamecaster","ecl","Near Mint","English","","","2026-02-02 19:17:29.913000","135","False","False",""
"1","1","Enraged Huorn","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","162","False","False",""
"1","1","Ensnared by the Mara","who","Near Mint","English","","","2025-10-29 13:08:06.133000","84","False","False",""
"2","2","Ent-Draught Basin","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","238","False","False",""
"2","2","Enter the Avatar State","tla","Near Mint","English","","","2025-12-19 17:09:53.330000","18","False","False",""
"12","12","Enter the Enigma","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","52","False","False",""
"1","1","Enter the Enigma","dsk","Near Mint","English","foil","","2025-10-29 13:08:06.133000","52","False","False",""
"1","1","Enter the God-Eternals","pwar","Near Mint","English","foil","","2025-10-29 13:08:06.133000","196p","False","False",""
"1","1","Enter the God-Eternals","scd","Near Mint","English","","","2025-10-29 13:08:06.133000","227","False","False",""
"4","4","Enterprising Scallywag","lci","Near Mint","English","","","2025-10-29 13:08:06.133000","148","False","False",""
"1","1","Enthusiastic Mechanaut","eoc","Near Mint","English","","","2025-10-29 13:08:06.133000","114","False","False",""
"2","2","Enthusiastic Mechanaut","neo","Near Mint","English","","","2025-10-29 13:08:06.133000","218","False","False",""
"3","3","Enthusiastic Study","stx","Near Mint","English","","","2025-10-29 13:08:06.133000","99","False","False",""
"3","3","Entish Restoration","ltr","Near Mint","English","","","2025-10-29 13:08:06.133000","163","False","False",""
"1","1","Entity Tracker","dsk","Near Mint","English","","","2025-10-29 13:08:06.133000","307","False","False",""
"1","1","Entomber Exarch","j25","Near Mint","English","","","2025-10-29 13:08:06.133000","434","False","False",""
"2","2","Entourage of Trest","cmm","Near Mint","English","","","2025-10-29 13:08:06.133000","285","False","False",""
